case_id,court_type,case_type,document_text,num_words,num_sentences,avg_sentence_length,num_clauses,risk_score,contains_penalty_clause,contains_liability_clause,contains_arbitration_clause,legal_complexity_score,readability_score,tfidf_feature_1,tfidf_feature_2,tfidf_feature_3,named_entities_count,judgement_length,risk_label
CASE_2784,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1139,20,20.27473671108828,27,0.166499979539113,0,0,0,0.7345928294051642,84.49180778258531,0.7278029502245317,0.6013719733479305,0.18061154385878342,15,1469,Medium
CASE_2785,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",351,22,21.813689552553505,27,0.9760447515220453,0,0,0,0.6996636545235075,18.197689365169122,0.026866089941633753,0.20496344544307377,0.6679765092137849,18,4532,Medium
CASE_2786,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",347,120,17.621689597233253,47,0.06545641991886009,1,0,0,0.3928875024220002,16.481387684150008,0.8121332029315759,0.5178588361623454,0.28100854046936263,6,2686,Low
CASE_2787,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1240,117,17.628488659516062,22,0.07907124519869879,0,0,0,0.09059476883538398,7.471733537798597,0.5508295078043492,0.22602211605293376,0.2770339160173325,3,4230,Medium
CASE_2788,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",387,80,13.77818197940547,30,0.5680372354471404,0,1,1,0.12169487479989116,57.47323148662461,0.8747093241085134,0.5913791422178493,0.9147165178918168,1,864,Medium
CASE_2789,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",746,42,12.463751537847713,22,0.08831473807741697,1,1,1,0.9165966384160757,49.05459296215832,0.472051806017714,0.9382265766384577,0.5641828486570842,14,1596,High
CASE_2790,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1971,42,11.451867445544112,13,0.5688092072903229,0,0,1,0.9379990405254036,68.4848525569964,0.7260770909234108,0.6580477853652169,0.5495423469793665,7,1799,Low
CASE_2791,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",975,17,20.083081820719507,40,0.7573166757873501,1,1,0,0.23005866705678724,48.63770900374562,0.02412902967516095,0.4953654260046997,0.8158847989794121,9,1844,Low
CASE_2792,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",299,38,17.726221536186937,34,0.44313183382073296,1,1,1,0.016834512711047078,83.29979837462655,0.6495839800455575,0.8107691759121526,0.6110119652453919,2,4262,Low
CASE_2793,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1626,142,12.130271274424418,6,0.21291003601324454,0,1,1,0.6135730676741217,39.03255851081795,0.24495899129425402,0.46336821103012726,0.1074421734779405,13,3799,High
CASE_2794,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1821,53,21.887855173939933,23,0.715996225355403,1,0,1,0.33279738082491894,66.12688928338018,0.34047980336932226,0.7710382304323529,0.598483351214345,11,854,Medium
CASE_2795,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1264,122,21.1147962077737,25,0.558243680138161,1,1,1,0.37492632972031326,62.21525695292694,0.974117617253167,0.41312471649177485,0.4844934924869896,16,4287,Medium
CASE_2796,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1544,88,18.34136572588499,12,0.4120336232629618,0,0,0,0.4183215149048445,23.412200237394377,0.0629148846463109,0.5748040777935193,0.11863472992040125,8,1627,Low
CASE_2797,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1745,67,17.687259484938977,10,0.33969666188362224,0,0,1,0.9476657191447783,10.90116068116851,0.3583488004202453,0.2556160958560062,0.7607908253382585,17,4393,Medium
CASE_2798,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1811,14,22.032959855484563,28,0.24523455386568083,0,0,0,0.018124279779664243,23.189075155980966,0.632312996031731,0.8747007025342612,0.49639811161984004,19,4139,Medium
CASE_2799,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",681,58,16.394022034077118,42,0.8449666175105729,0,0,0,0.30079230360926257,40.154291944125895,0.8927302091466296,0.3024762850998637,0.6145430802349997,16,3120,Medium
CASE_2800,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1761,18,16.439979170837155,30,0.4195137473346112,0,0,0,0.6965118152755017,86.1107358323443,0.8401635100717444,0.8611276891642259,0.678893984171974,2,1551,High
CASE_2801,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",978,17,20.417618466228298,22,0.02202760990490904,1,0,1,0.9647723243586234,47.57874956296584,0.577444019210379,0.14432184015529592,0.6122124693933128,19,3292,Medium
CASE_2802,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",302,108,10.51587268856419,49,0.3792045150043716,1,0,0,0.32858805734843777,39.48468449129171,0.5769569903992497,0.06598300827914094,0.007828149021569142,19,2146,Medium
CASE_2803,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",574,87,23.899665267788258,12,0.8857585383498039,0,1,1,0.9382549134938303,16.941142285965782,0.9028439110330488,0.30174360587523086,0.44274763430356345,17,649,Low
CASE_2804,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1103,146,24.534977496098563,7,0.7871596549180893,0,0,0,0.2923551615926775,59.30517397951716,0.7058811937163094,0.9660039708984282,0.14998650054895557,1,2779,Medium
CASE_2805,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1187,123,18.77881509162325,44,0.6254620333339791,1,0,0,0.036308061363736654,82.47085069969233,0.8867419350594637,0.9741585317123664,0.21045162071487356,16,3658,High
CASE_2806,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1382,124,10.649630221373938,38,0.4375005019264555,1,0,1,0.4652017237624765,72.89375265834536,0.09946941725344494,0.45425985850888906,0.30829379642865573,7,3596,Low
CASE_2807,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1156,19,20.533379229661307,27,0.159332579792426,1,0,1,0.701809813742092,3.1517763161300394,0.8994167348578365,0.007049005365626804,0.4009481507738226,2,1420,High
CASE_2808,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",727,29,24.95899997005393,39,0.4495738541340426,0,0,0,0.6952931881215008,75.65790607315395,0.4060350464414232,0.13074777898358614,0.56569660503167,4,3626,Low
CASE_2809,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1168,108,15.218760664334102,37,0.2144558146443244,1,1,0,0.44221492976557264,98.04089391636647,0.017124789558053632,0.34508812454045756,0.5733610647575098,1,4118,Low
CASE_2810,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1507,86,15.16041433337126,40,0.5741461382852029,1,0,0,0.705879267611156,3.7948039436978,0.5129228997276815,0.6143025071475612,0.8497268125346755,13,4528,High
CASE_2811,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",474,25,20.365448127179747,46,0.80452339043835,0,0,0,0.36986366629114387,5.74879738841112,0.14113599454237602,0.545984618781982,0.16970271155191619,3,4269,Medium
CASE_2812,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1446,24,18.28501705338504,30,0.3874608207401211,1,0,1,0.424027826757265,15.821092925181613,0.2161728572654934,0.4207502500184208,0.21530889023621758,8,2810,High
CASE_2813,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1294,88,19.535344386909962,36,0.13142688599122188,1,0,1,0.6528898857348223,96.22444921126475,0.6448430037362752,0.48999723605894796,0.9981554302054553,11,2565,Low
CASE_2814,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1620,78,11.911851063716494,5,0.0200440372122751,1,0,0,0.5252357778890748,33.20496341102191,0.9512077928669995,0.5388365804078488,0.7177707602205812,10,2835,Low
CASE_2815,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",960,49,18.691790130440836,29,0.38695504233038025,0,0,0,0.9367082160872607,45.50870764559393,0.6104652290101963,0.07977587345920267,0.021752165510647847,18,4573,Medium
CASE_2816,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1749,32,13.275631743031381,27,0.11142410755520205,1,1,0,0.9169347493932567,64.23518425606994,0.5984206573641304,0.1699579237515927,0.19487339492122357,14,744,Low
CASE_2817,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",304,42,14.575507263522455,26,0.6668412643754057,1,1,1,0.9107017005933453,36.09000337214145,0.11790240852249523,0.9239814714040557,0.2519460074682556,9,4633,High
CASE_2818,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1496,50,16.055078034999468,37,0.19130547727208502,1,0,1,0.44557458235074976,57.60565743631844,0.37258794155130803,0.18772164169947003,0.28061372834694087,18,1873,Low
CASE_2819,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",687,62,10.454504601008072,43,0.1066630447846676,1,0,1,0.8082088043590151,31.146217303612477,0.6083365341630737,0.4029887185922417,0.35759590681110254,17,3730,Low
CASE_2820,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",450,35,14.458830659953641,37,0.20915485553369217,1,1,1,0.46900709195796264,74.34982865299067,0.7366927327099332,0.5096225170191704,0.4744291177291574,12,2967,Medium
CASE_2821,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",795,99,15.525614482845054,15,0.21280232559440204,1,0,0,0.6653189329879164,88.78925164976911,0.9030972155851691,0.6704819602157678,0.041693057798252164,11,4558,Low
CASE_2822,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1753,61,10.776461293174016,37,0.10799508322133178,0,0,0,0.6406976063858736,69.38731001489163,0.3925091755005362,0.26670748046358195,0.08528185075205574,4,3682,Medium
CASE_2823,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1547,105,18.341676946166622,25,0.028496287067063752,1,1,0,0.36430077271020667,97.5683303948459,0.18053201592949708,0.6155737696282577,0.9619282048130181,12,2510,Medium
CASE_2824,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",566,87,24.13751550539567,42,0.6973570837292087,1,1,0,0.9127623551763717,61.69731510178188,0.8408776002691091,0.2402517591753195,0.5891448543529112,18,4424,High
CASE_2825,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",928,25,13.268454394942589,43,0.9698638284809282,1,1,1,0.26275439191363426,51.131700520323854,0.9631936881226002,0.6021296253401752,0.2007622018137265,7,841,High
CASE_2826,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",634,103,12.236011726987112,36,0.43794553382886203,1,1,0,0.5366671618047593,12.558599277795901,0.5599776216818413,0.8776245132832622,0.5871041195994332,9,1993,Low
CASE_2827,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1619,25,10.03657177088916,47,0.7214719627604327,1,0,1,0.4545756032435826,40.81369579733817,0.5392501910436094,0.49972711628156297,0.43362556267381414,18,3198,Medium
CASE_2828,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",819,12,20.54166667058416,29,0.034277657323832034,0,0,0,0.6525438748091669,81.45598891558588,0.08430692627437553,0.9645279723636263,0.30200412574086,14,547,High
CASE_2829,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1603,101,13.380255060861316,16,0.84877562786692,0,0,0,0.20519188777119113,7.90461173310224,0.7149594523123394,0.42771106153668015,0.3464518573359505,4,2766,Medium
CASE_2830,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1899,94,24.199157927477664,22,0.3708849856525719,0,1,0,0.05456752674991583,8.57539391364881,0.41016156445606256,0.45606995446871446,0.6711713640917014,16,564,Medium
CASE_2831,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",375,26,23.837125394540916,11,0.09227755580763652,1,0,0,0.5181725715240262,42.19330621619096,0.9761607046750063,0.5125045958855526,0.29069140120987946,4,1868,Low
CASE_2832,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",627,88,21.461564073050795,49,0.8727695583757492,1,1,0,0.24049367241010777,8.646090588448995,0.32185309491152647,0.6720319545581785,0.8132457202109552,11,3099,High
CASE_2833,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1467,135,17.23404332341112,7,0.9772749134429894,1,1,0,0.40045233414948533,47.57720730007586,0.7349093563021832,0.4683138928769671,0.5952403284340643,14,2915,Medium
CASE_2834,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1296,105,21.429187309218406,33,0.5519530126348566,0,0,0,0.8203302744015017,53.74917246524874,0.8005652336768441,0.38576003399370173,0.7586203420531724,14,2983,High
